武器ID,武器名称,槽位名称
pkm,PKM通用机枪,弹匣
pkm,PKM通用机枪,遮光罩
pkm,PKM通用机枪,上副瞄具
pkm,PKM通用机枪,战术设备
pkm,PKM通用机枪,增高座瞄具
pkm,PKM通用机枪,前握把
pkm,PKM通用机枪,上导轨
pkm,PKM通用机枪,左导轨
pkm,PKM通用机枪,右导轨
pkm,PKM通用机枪,握把座
psg-1,PSG-1射手步枪,瞄准镜
psg-1,PSG-1射手步枪,前握把
psg-1,PSG-1射手步枪,侧瞄具
psg-1,PSG-1射手步枪,右导轨
psg-1,PSG-1射手步枪,枪管
psg-1,PSG-1射手步枪,弹匣
psg-1,PSG-1射手步枪,导轨脚架
psg-1,PSG-1射手步枪,枪托
psg-1,PSG-1射手步枪,枪口
psg-1,PSG-1射手步枪,弹匣座
psg-1,PSG-1射手步枪,扳机
psg-1,PSG-1射手步枪,后握把
psg-1,PSG-1射手步枪,遮光罩
psg-1,PSG-1射手步枪,上副瞄具
psg-1,PSG-1射手步枪,战术设备
psg-1,PSG-1射手步枪,增高座瞄具
psg-1,PSG-1射手步枪,上导轨
psg-1,PSG-1射手步枪,左贴片
psg-1,PSG-1射手步枪,左导轨
psg-1,PSG-1射手步枪,右贴片
ptr-32,PTR-32突击步枪,瞄准镜
ptr-32,PTR-32突击步枪,侧瞄具
ptr-32,PTR-32突击步枪,前握把
ptr-32,PTR-32突击步枪,枪管
ptr-32,PTR-32突击步枪,右导轨
ptr-32,PTR-32突击步枪,枪口
ptr-32,PTR-32突击步枪,枪托
ptr-32,PTR-32突击步枪,后握把
ptr-32,PTR-32突击步枪,弹匣
ptr-32,PTR-32突击步枪,弹匣座
ptr-32,PTR-32突击步枪,遮光罩
ptr-32,PTR-32突击步枪,上副瞄具
ptr-32,PTR-32突击步枪,战术设备
ptr-32,PTR-32突击步枪,增高座瞄具
ptr-32,PTR-32突击步枪,上导轨
ptr-32,PTR-32突击步枪,左导轨
ptr-32,PTR-32突击步枪,导轨脚架
ptr-32,PTR-32突击步枪,左贴片
ptr-32,PTR-32突击步枪,右贴片
qbz95-1,QBZ95-1突击步枪,护木套件
qbz95-1,QBZ95-1突击步枪,枪管
qbz95-1,QBZ95-1突击步枪,托腮板
qbz95-1,QBZ95-1突击步枪,枪口
qbz95-1,QBZ95-1突击步枪,前握把
qbz95-1,QBZ95-1突击步枪,弹匣
qbz95-1,QBZ95-1突击步枪,弹匣座
qbz95-1,QBZ95-1突击步枪,后握把
qbz95-1,QBZ95-1突击步枪,瞄准镜
qbz95-1,QBZ95-1突击步枪,上导轨
qbz95-1,QBZ95-1突击步枪,左导轨
qbz95-1,QBZ95-1突击步枪,右导轨
qbz95-1,QBZ95-1突击步枪,侧瞄具
qbz95-1,QBZ95-1突击步枪,左贴片
qbz95-1,QBZ95-1突击步枪,右贴片
qbz95-1,QBZ95-1突击步枪,导轨脚架
qbz95-1,QBZ95-1突击步枪,遮光罩
qbz95-1,QBZ95-1突击步枪,上副瞄具
qbz95-1,QBZ95-1突击步枪,战术设备
qbz95-1,QBZ95-1突击步枪,增高座瞄具
qcq171,QCQ171冲锋枪,枪机
qcq171,QCQ171冲锋枪,瞄准镜
qcq171,QCQ171冲锋枪,上导轨
qcq171,QCQ171冲锋枪,侧瞄具
qcq171,QCQ171冲锋枪,右导轨
qcq171,QCQ171冲锋枪,枪管
qcq171,QCQ171冲锋枪,左导轨
qcq171,QCQ171冲锋枪,枪口
qcq171,QCQ171冲锋枪,枪托
qcq171,QCQ171冲锋枪,前握把
qcq171,QCQ171冲锋枪,后握把
qcq171,QCQ171冲锋枪,弹匣
qcq171,QCQ171冲锋枪,弹匣座
qcq171,QCQ171冲锋枪,遮光罩
qcq171,QCQ171冲锋枪,上副瞄具
qcq171,QCQ171冲锋枪,战术设备
qcq171,QCQ171冲锋枪,增高座瞄具
qcq171,QCQ171冲锋枪,左贴片
qcq171,QCQ171冲锋枪,上贴片
qcq171,QCQ171冲锋枪,导轨脚架
qcq171,QCQ171冲锋枪,右贴片
qjb201,QJB201轻机枪,右导轨
qjb201,QJB201轻机枪,枪管
qjb201,QJB201轻机枪,瞄准镜
qjb201,QJB201轻机枪,左导轨
qjb201,QJB201轻机枪,前握把
qjb201,QJB201轻机枪,导轨脚架
qjb201,QJB201轻机枪,枪托
qjb201,QJB201轻机枪,枪口
qjb201,QJB201轻机枪,弹匣
qjb201,QJB201轻机枪,导气
qjb201,QJB201轻机枪,后握把
qjb201,QJB201轻机枪,左贴片
qjb201,QJB201轻机枪,上导轨
qjb201,QJB201轻机枪,上贴片
qjb201,QJB201轻机枪,右贴片
qjb201,QJB201轻机枪,遮光罩
qjb201,QJB201轻机枪,增高座瞄具
qsz92g,QSZ92G,枪管
qsz92g,QSZ92G,瞄准镜
qsz92g,QSZ92G,枪口
qsz92g,QSZ92G,下导轨
r93,R93狙击步枪,瞄准镜
r93,R93狙击步枪,侧瞄具
r93,R93狙击步枪,枪管
r93,R93狙击步枪,隔热网
r93,R93狙击步枪,枪口
r93,R93狙击步枪,弹匣
r93,R93狙击步枪,导轨脚架
r93,R93狙击步枪,遮光罩
r93,R93狙击步枪,上副瞄具
r93,R93狙击步枪,战术设备
r93,R93狙击步枪,增高座瞄具
r93,R93狙击步枪,右导轨
r93,R93狙击步枪,上导轨
r93,R93狙击步枪,左导轨
r93,R93狙击步枪,上贴片
rm277,RM277突击步枪,瞄准镜
rm277,RM277突击步枪,侧瞄具
rm277,RM277突击步枪,右贴片
rm277,RM277突击步枪,枪管
rm277,RM277突击步枪,左贴片
rm277,RM277突击步枪,托腮板
rm277,RM277突击步枪,右导轨
rm277,RM277突击步枪,左导轨
rm277,RM277突击步枪,枪托垫
rm277,RM277突击步枪,枪口
rm277,RM277突击步枪,前握把
rm277,RM277突击步枪,弹匣
rm277,RM277突击步枪,导轨脚架
rm277,RM277突击步枪,弹匣座
rm277,RM277突击步枪,后握把
rm277,RM277突击步枪,遮光罩
rm277,RM277突击步枪,上副瞄具
rm277,RM277突击步枪,战术设备
rm277,RM277突击步枪,增高座瞄具
rm277,RM277突击步枪,上导轨
rm277,RM277突击步枪,后握贴片
rm277,RM277突击步枪,握把座
s12k,S12K霰弹枪,拉机柄
s12k,S12K霰弹枪,瞄准镜
s12k,S12K霰弹枪,侧瞄具
s12k,S12K霰弹枪,枪管
s12k,S12K霰弹枪,右导轨
s12k,S12K霰弹枪,前握把
s12k,S12K霰弹枪,枪托
s12k,S12K霰弹枪,枪口
s12k,S12K霰弹枪,枪托垫
s12k,S12K霰弹枪,后握把
s12k,S12K霰弹枪,弹匣
s12k,S12K霰弹枪,遮光罩
s12k,S12K霰弹枪,上副瞄具
s12k,S12K霰弹枪,战术设备
s12k,S12K霰弹枪,增高座瞄具
s12k,S12K霰弹枪,左导轨
s12k,S12K霰弹枪,左贴片
s12k,S12K霰弹枪,导轨脚架
s12k,S12K霰弹枪,右贴片
s12k,S12K霰弹枪,上导轨
s12k,S12K霰弹枪,握把座
scar-h,SCAR-H战斗步枪,瞄准镜
scar-h,SCAR-H战斗步枪,上导轨
scar-h,SCAR-H战斗步枪,侧瞄具
scar-h,SCAR-H战斗步枪,枪管
scar-h,SCAR-H战斗步枪,右导轨
scar-h,SCAR-H战斗步枪,左导轨
scar-h,SCAR-H战斗步枪,前握把
scar-h,SCAR-H战斗步枪,枪口
scar-h,SCAR-H战斗步枪,枪托
scar-h,SCAR-H战斗步枪,后握把
scar-h,SCAR-H战斗步枪,弹匣
scar-h,SCAR-H战斗步枪,弹匣座
scar-h,SCAR-H战斗步枪,遮光罩
scar-h,SCAR-H战斗步枪,上副瞄具
scar-h,SCAR-H战斗步枪,战术设备
scar-h,SCAR-H战斗步枪,增高座瞄具
scar-h,SCAR-H战斗步枪,上贴片
scar-h,SCAR-H战斗步枪,左贴片
scar-h,SCAR-H战斗步枪,导轨脚架
scar-h,SCAR-H战斗步枪,右贴片
scar-h,SCAR-H战斗步枪,后握贴片
scar-h,SCAR-H战斗步枪,握把座
sg552,SG552突击步枪,瞄准镜
sg552,SG552突击步枪,侧瞄具
sg552,SG552突击步枪,右导轨
sg552,SG552突击步枪,枪管
sg552,SG552突击步枪,枪口
sg552,SG552突击步枪,前握把
sg552,SG552突击步枪,枪托
sg552,SG552突击步枪,后握把
sg552,SG552突击步枪,弹匣
sg552,SG552突击步枪,弹匣座
sg552,SG552突击步枪,遮光罩
sg552,SG552突击步枪,上副瞄具
sg552,SG552突击步枪,战术设备
sg552,SG552突击步枪,增高座瞄具
sg552,SG552突击步枪,左导轨
sg552,SG552突击步枪,上导轨
sg552,SG552突击步枪,导轨脚架
sg552,SG552突击步枪,上贴片
sg552,SG552突击步枪,左贴片
sg552,SG552突击步枪,右贴片
sg552,SG552突击步枪,后握贴片
sg552,SG552突击步枪,握把座
sks,SKS射手步枪,护木套件
sks,SKS射手步枪,瞄准镜
sks,SKS射手步枪,枪管
sks,SKS射手步枪,枪口
sks,SKS射手步枪,后握把
sks,SKS射手步枪,枪托
sks,SKS射手步枪,弹匣
sks,SKS射手步枪,前握把
sks,SKS射手步枪,导轨脚架
sks,SKS射手步枪,上导轨
sks,SKS射手步枪,左导轨
sks,SKS射手步枪,右导轨
sks,SKS射手步枪,遮光罩
sks,SKS射手步枪,上副瞄具
sks,SKS射手步枪,战术设备
sks,SKS射手步枪,增高座瞄具
sks,SKS射手步枪,握把座
smg-45,SMG-45冲锋枪,瞄准镜
smg-45,SMG-45冲锋枪,侧瞄具
smg-45,SMG-45冲锋枪,上导轨
smg-45,SMG-45冲锋枪,枪管
smg-45,SMG-45冲锋枪,右导轨
smg-45,SMG-45冲锋枪,左导轨
smg-45,SMG-45冲锋枪,枪口
smg-45,SMG-45冲锋枪,枪托
smg-45,SMG-45冲锋枪,前握把
smg-45,SMG-45冲锋枪,后握把
smg-45,SMG-45冲锋枪,弹匣
smg-45,SMG-45冲锋枪,弹匣座
smg-45,SMG-45冲锋枪,遮光罩
smg-45,SMG-45冲锋枪,上副瞄具
smg-45,SMG-45冲锋枪,战术设备
smg-45,SMG-45冲锋枪,增高座瞄具
smg-45,SMG-45冲锋枪,上贴片
smg-45,SMG-45冲锋枪,导轨脚架
smg-45,SMG-45冲锋枪,左贴片
smg-45,SMG-45冲锋枪,右贴片
smg-45,SMG-45冲锋枪,后握贴片
smg-45,SMG-45冲锋枪,握把座
sr-25,SR-25射手步枪,上贴片
sr-25,SR-25射手步枪,瞄准镜
sr-25,SR-25射手步枪,护木
sr-25,SR-25射手步枪,上导轨
sr-25,SR-25射手步枪,侧瞄具
sr-25,SR-25射手步枪,右贴片
sr-25,SR-25射手步枪,左贴片
sr-25,SR-25射手步枪,弹匣
sr-25,SR-25射手步枪,枪管
sr-25,SR-25射手步枪,前握把
sr-25,SR-25射手步枪,右导轨
sr-25,SR-25射手步枪,枪托
sr-25,SR-25射手步枪,左导轨
sr-25,SR-25射手步枪,枪口
sr-25,SR-25射手步枪,后握把
sr-25,SR-25射手步枪,导轨脚架
sr-25,SR-25射手步枪,遮光罩
sr-25,SR-25射手步枪,上副瞄具
sr-25,SR-25射手步枪,战术设备
sr-25,SR-25射手步枪,增高座瞄具
sr-25,SR-25射手步枪,后握贴片
sr-25,SR-25射手步枪,握把座
sr-3m,SR-3M紧凑突击步枪,瞄准镜
sr-3m,SR-3M紧凑突击步枪,侧瞄具
sr-3m,SR-3M紧凑突击步枪,拉机柄
sr-3m,SR-3M紧凑突击步枪,右导轨
sr-3m,SR-3M紧凑突击步枪,左导轨
sr-3m,SR-3M紧凑突击步枪,枪口
sr-3m,SR-3M紧凑突击步枪,枪管
sr-3m,SR-3M紧凑突击步枪,枪托
sr-3m,SR-3M紧凑突击步枪,弹匣
sr-3m,SR-3M紧凑突击步枪,后握把
sr-3m,SR-3M紧凑突击步枪,弹匣座
sr-3m,SR-3M紧凑突击步枪,遮光罩
sr-3m,SR-3M紧凑突击步枪,上副瞄具
sr-3m,SR-3M紧凑突击步枪,战术设备
sr-3m,SR-3M紧凑突击步枪,增高座瞄具
sr-3m,SR-3M紧凑突击步枪,前握把
sr-3m,SR-3M紧凑突击步枪,上导轨
sr-3m,SR-3M紧凑突击步枪,右贴片
sr-3m,SR-3M紧凑突击步枪,左贴片
sr-3m,SR-3M紧凑突击步枪,握把座
sr9,SR9射手步枪,瞄准镜
sr9,SR9射手步枪,侧瞄具
sr9,SR9射手步枪,前握把
sr9,SR9射手步枪,枪管
sr9,SR9射手步枪,右导轨
sr9,SR9射手步枪,弹匣
sr9,SR9射手步枪,枪口
sr9,SR9射手步枪,弹匣座
sr9,SR9射手步枪,扳机
sr9,SR9射手步枪,遮光罩
sr9,SR9射手步枪,上副瞄具
sr9,SR9射手步枪,战术设备
sr9,SR9射手步枪,增高座瞄具
sr9,SR9射手步枪,上导轨
sr9,SR9射手步枪,左导轨
sr9,SR9射手步枪,导轨脚架
sr9,SR9射手步枪,左贴片
sr9,SR9射手步枪,右贴片
sv-98,SV-98狙击步枪,瞄准镜
sv-98,SV-98狙击步枪,上导轨
sv-98,SV-98狙击步枪,侧瞄具
sv-98,SV-98狙击步枪,枪管
sv-98,SV-98狙击步枪,导轨脚架
sv-98,SV-98狙击步枪,枪口
sv-98,SV-98狙击步枪,右导轨
sv-98,SV-98狙击步枪,左导轨
sv-98,SV-98狙击步枪,遮光罩
sv-98,SV-98狙击步枪,上副瞄具
sv-98,SV-98狙击步枪,战术设备
sv-98,SV-98狙击步枪,增高座瞄具
svch,SVCH精确射手步枪,上贴片
svch,SVCH精确射手步枪,右贴片
svch,SVCH精确射手步枪,左贴片
svch,SVCH精确射手步枪,护木
svch,SVCH精确射手步枪,前握把
svch,SVCH精确射手步枪,上导轨
svch,SVCH精确射手步枪,瞄准镜
svch,SVCH精确射手步枪,右导轨
svch,SVCH精确射手步枪,侧瞄具
svch,SVCH精确射手步枪,左导轨
svch,SVCH精确射手步枪,枪管
svch,SVCH精确射手步枪,枪托
svch,SVCH精确射手步枪,枪口
svch,SVCH精确射手步枪,后握把
svch,SVCH精确射手步枪,弹匣
svch,SVCH精确射手步枪,弹匣座
svch,SVCH精确射手步枪,遮光罩
svch,SVCH精确射手步枪,上副瞄具
svch,SVCH精确射手步枪,战术设备
svch,SVCH精确射手步枪,增高座瞄具
svch,SVCH精确射手步枪,枪机
svd,SVD狙击步枪,拉机柄
svd,SVD狙击步枪,瞄准镜
svd,SVD狙击步枪,侧瞄具
svd,SVD狙击步枪,护木
svd,SVD狙击步枪,枪管
svd,SVD狙击步枪,枪口
svd,SVD狙击步枪,后握把
svd,SVD狙击步枪,弹匣
svd,SVD狙击步枪,弹匣座
svd,SVD狙击步枪,遮光罩
svd,SVD狙击步枪,上副瞄具
svd,SVD狙击步枪,战术设备
svd,SVD狙击步枪,增高座瞄具
svd,SVD狙击步枪,导轨脚架
svd,SVD狙击步枪,上导轨
svd,SVD狙击步枪,前握把
svd,SVD狙击步枪,上贴片
svd,SVD狙击步枪,左导轨
svd,SVD狙击步枪,右导轨
svd,SVD狙击步枪,枪托
svd,SVD狙击步枪,后握把2
svd,SVD狙击步枪,握把座
uzi,UZI冲锋枪,瞄准镜
uzi,UZI冲锋枪,护木
uzi,UZI冲锋枪,右导轨
uzi,UZI冲锋枪,枪管
uzi,UZI冲锋枪,左导轨
uzi,UZI冲锋枪,枪口
uzi,UZI冲锋枪,枪托
uzi,UZI冲锋枪,前握把
uzi,UZI冲锋枪,弹匣
uzi,UZI冲锋枪,弹匣座
uzi,UZI冲锋枪,遮光罩
uzi,UZI冲锋枪,上副瞄具
uzi,UZI冲锋枪,战术设备
uzi,UZI冲锋枪,增高座瞄具
vector,Vector冲锋枪,瞄准镜
vector,Vector冲锋枪,侧瞄具
vector,Vector冲锋枪,上导轨
vector,Vector冲锋枪,枪管
vector,Vector冲锋枪,枪口
vector,Vector冲锋枪,枪托
vector,Vector冲锋枪,前握把
vector,Vector冲锋枪,弹匣
vector,Vector冲锋枪,弹匣座
vector,Vector冲锋枪,遮光罩
vector,Vector冲锋枪,上副瞄具
vector,Vector冲锋枪,战术设备
vector,Vector冲锋枪,增高座瞄具
vector,Vector冲锋枪,左导轨
vector,Vector冲锋枪,导轨脚架
vector,Vector冲锋枪,左贴片
vector,Vector冲锋枪,上贴片
vector,Vector冲锋枪,右导轨
vector,Vector冲锋枪,右贴片
vss,VSS射手步枪,拉机柄
vss,VSS射手步枪,瞄准镜
vss,VSS射手步枪,侧瞄具
vss,VSS射手步枪,枪管
vss,VSS射手步枪,右导轨
vss,VSS射手步枪,左导轨
vss,VSS射手步枪,前握把
vss,VSS射手步枪,枪托
vss,VSS射手步枪,弹匣
vss,VSS射手步枪,弹匣座
vss,VSS射手步枪,遮光罩
vss,VSS射手步枪,上副瞄具
vss,VSS射手步枪,战术设备
vss,VSS射手步枪,增高座瞄具
vss,VSS射手步枪,上导轨
vss,VSS射手步枪,导轨脚架
